"FOAFGroup"|"foafGroupName"|"FOAFPerson"|"foafPersonName"|"foafPersonHomepage"|"foafPersonMember"|"BIBOJournal"|"BIBOJournalName"|"BIBOJournalISSN"|"BIBTEXArticle"|"BIBTEXArticleHasAuthor"|"BIBTEXArticleTitle"|"BIBTEXArticleHasJournal"|"BIBTEXArticleHasVolume"|"BIBTEXArticleHasNumber"|"BIBTEXArticleHasPages"|"BIBTEXArticleHasYear"|"DCContributor"
"FOAFGroup_DEFAR_G"|"DEFAR/G"|"FOAFPerson_1024434825015654"|"MARCO AURÉLIO ROMANO"|"http://lattes.cnpq.br/1024434825015654"|"FOAFGroup_DEFAR_G"|"Journal_1415-2983"|"Revista Brasileira de Toxicologia"|"1415-2983"|"BIBTEXArticle_?Efeitos_in_vivo_de_resina_dental_à_base_de_dimetacrilato_glicerato_(BISGMA)_na_puberdade_de_ratos_Wistar?,1415-29832011"|"VEIGA, S. P., SANTOS, L., SLEIMAN, H., OLIVEIRA, A. K. M., OLIVEIRA, C. A., ROMANO, R. M., ROMANO, M. A.;Romano, Marco Aurelio;Romano, Marco Aurélio;Romano, Marco A.;Marco Romano;Marco Aurélio Romano;Marco Aurélio Romano3ABD"|"?Efeitos in vivo de resina dental à base de dimetacrilato glicerato (BISGMA) na puberdade de ratos Wistar?,"|"Journal_1415-2983"|"24"|"1-2"|"1-7"|"2011"|"FOAFPerson_1024434825015654"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_0661428266305724"|"ELIZANDRA FERNANDES ALVES"|"http://lattes.cnpq.br/0661428266305724"|"FOAFGroup_DELET_G"|"Journal_2179-5282"|"Revista de Letras"|"2179-5282"|"BIBTEXArticle_?Grito_Negro`:_a_imagética_negra_na_poesia_de_José_Craveirinha2179-52822014"|"ALVES, E. F., ALVES, E. F."|"?Grito Negro`: a imagética negra na poesia de José Craveirinha"|"Journal_2179-5282"|"18"|"2014"|"01-17-17"|"2014"|"FOAFPerson_0661428266305724"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_1934531868783088"|"NÍNCIA CECÍLIA RIBAS BORGES TEIXEIRA"|"http://lattes.cnpq.br/1934531868783088"|"FOAFGroup_DELET_G"|"Journal_0120-5587"|"Linguistica y Literatura"|"0120-5587"|"BIBTEXArticle_A__BUSCA__PELA_INCOMPLETUDE:_LINDSEY_ROCHA_E_O_ESFACELAMENTO_DA_IDENTIDADE_NA_CONTEMPORANEIDADE0120-55872013"|"VALERIO, M., BORGES-TEIXEIRA"|"A  BUSCA  PELA INCOMPLETUDE: LINDSEY ROCHA E O ESFACELAMENTO DA IDENTIDADE NA CONTEMPORANEIDADE"|"Journal_0120-5587"|"1"|""|"1-361"|"2013"|"FOAFPerson_1934531868783088"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_1934531868783088"|"NÍNCIA CECÍLIA RIBAS BORGES TEIXEIRA"|"http://lattes.cnpq.br/1934531868783088"|"FOAFGroup_DELET_G"|"Journal_1806-6925"|"Verso e Reverso (Unisinos. Online)"|"1806-6925"|"BIBTEXArticle_A__NOVA__MULHER:_O_ESTEREÓTIPO_FEMININO_REPRESENTADO_NA_REVISTA_NOVA/_COSMOPOLITAN1806-69252007"|"BORGES-TEIXEIRA;N., VALERIO, M."|"A  NOVA  MULHER: O ESTEREÓTIPO FEMININO REPRESENTADO NA REVISTA NOVA/ COSMOPOLITAN"|"Journal_1806-6925"|"1"|""|"49-"|"2007"|"FOAFPerson_1934531868783088"
"FOAFGroup_DELET_I"|"DELET/I"|"FOAFPerson_6685531513894864"|"RUTH MARA BUFFA"|"http://lattes.cnpq.br/6685531513894864"|"FOAFGroup_DELET_I"|"Journal_2178-955X"|"Interlinguagens"|"2178-955X"|"BIBTEXArticle_A_(des)construção_da_identidade:_um_estudo_de_caso_fílmico2178-955X2013"|"LAU, Heliton Diego, BUFFA, R. M."|"A (des)construção da identidade: um estudo de caso fílmico"|"Journal_2178-955X"|"1"|""|"126-141"|"2013"|"FOAFPerson_6685531513894864"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_9417865332945400"|"CLAUDIA MARIS TULLIO"|"http://lattes.cnpq.br/9417865332945400"|"FOAFGroup_DELET_G"|"Journal_1980-4881"|"Faculdade Sant Ana em revista"|"1980-4881"|"BIBTEXArticle_A_(re)_construção_de_identidade_do_Presidente_Fernando_Henrique_Cardoso_a_partir_de_seus_discursos_de_posse1980-48812014"|"TULLIO, C. M."|"A (re) construção de identidade do Presidente Fernando Henrique Cardoso a partir de seus discursos de posse"|"Journal_1980-4881"|"10"|"1"|"80-89"|"2014"|"FOAFPerson_9417865332945400"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_5235800310517088"|"ZAQUEU LUIZ BOBATO"|"http://lattes.cnpq.br/5235800310517088"|"FOAFGroup_DEGEO_I"|"Journal_1678-8419"|"P@rtes (São Paulo)"|"1678-8419"|"BIBTEXArticle_A_?possibilidade?_de_uma_transformação_a_partir_da_apropriação_das_tecnologias_da_?informação?:_refletindo_as_recentes_manifestações_que_ocorreram_no_Brasi1678-84192013"|"BOBATO, Z. L."|"A ?possibilidade? de uma transformação a partir da apropriação das tecnologias da ?informação?: refletindo as recentes manifestações que ocorreram no Brasi"|"Journal_1678-8419"|"s/v"|""|"01-05"|"2013"|"FOAFPerson_5235800310517088"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_9094036228374861"|"SERGIO FAJARDO"|"http://lattes.cnpq.br/9094036228374861"|"FOAFGroup_DEGEO_G"|"Journal_1809-6271"|"Campo - Território"|"1809-6271"|"BIBTEXArticle_A_APROPRIAÇÃO_ECONÔMICA_DO_TERRITÓRIO_PELA_COOPERATIVA_AGRÁRIA_AGROINDUSTRIAL,_EM_ENTRE_RIOS,_NO_MUNICÍPIO_DE_GUARAPUAVA_(PR)1809-62712013"|"KAMINSKI, M., FAJARDO, S."|"A APROPRIAÇÃO ECONÔMICA DO TERRITÓRIO PELA COOPERATIVA AGRÁRIA AGROINDUSTRIAL, EM ENTRE RIOS, NO MUNICÍPIO DE GUARAPUAVA (PR)"|"Journal_1809-6271"|"8"|"15"|"1-36"|"2013"|"FOAFPerson_9094036228374861"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_6054282302540184"|"DEOCLECIO ROCCO GRUPPI"|"http://lattes.cnpq.br/6054282302540184"|"FOAFGroup_DEDUF_G"|"Journal_0256-6419"|"The FIEP Bulletin"|"0256-6419"|"BIBTEXArticle_A_AUTO_PERCEPÇÃO_DOS_ACADÊMICOS_DO_CURSO_DE_EDUCAÇÃO_FÍSICA_E_A_SUA_INFLUENCIA_NA_ESCOLHA_PROFISSIONAL0256-64192014"|"AMARAL, L. P., GRUPPI, D. R."|"A AUTO PERCEPÇÃO DOS ACADÊMICOS DO CURSO DE EDUCAÇÃO FÍSICA E A SUA INFLUENCIA NA ESCOLHA PROFISSIONAL"|"Journal_0256-6419"|"84"|"2"|"1-"|"2014"|"FOAFPerson_6054282302540184"
"FOAFGroup_DEADM_I"|"DEADM/I"|"FOAFPerson_4547347748623455"|"ADRIANO DA COSTA VALADAO"|"http://lattes.cnpq.br/4547347748623455"|"FOAFGroup_DEADM_I"|"Journal_1980-9735"|"Revista Brasileira de Agroecologia"|"1980-9735"|"BIBTEXArticle_A_Agroecologia_na_Comunidade_Emiliano_Zapata_e_a_Re-Significação_do_Campo1980-97352009"|"MOREIRA, S. S., HARDER, E, VALADÃO, A. C."|"A Agroecologia na Comunidade Emiliano Zapata e a Re-Significação do Campo"|"Journal_1980-9735"|"4"|"2"|"2513-2516"|"2009"|"FOAFPerson_4547347748623455"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_9307932756096620"|"JOÃO PAULO FREITAS"|"http://lattes.cnpq.br/9307932756096620"|"FOAFGroup_DEFISIO_G"|"Journal_1677-5937"|"Terapia Manual"|"1677-5937"|"BIBTEXArticle_A_Analgesia_Proporcionada_pelo_Posicionamento_Associado_a_Dígio-pressão_em_Pacientes_com_Pontos-Gatilhos_Miofasciais_no_Músculo_Trapézio_Superior1677-59372007"|"FREITAS, J. P."|"A Analgesia Proporcionada pelo Posicionamento Associado a Dígio-pressão em Pacientes com Pontos-Gatilhos Miofasciais no Músculo Trapézio Superior"|"Journal_1677-5937"|"05"|"21"|"274-277"|"2007"|"FOAFPerson_9307932756096620"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_0672208569451498"|"SANDRA MARA DE ANDRADE"|"http://lattes.cnpq.br/0672208569451498"|"FOAFGroup_DEADM_G"|"Journal_2177-4153"|"Capital Científico"|"2177-4153"|"BIBTEXArticle_A_Aprendizagem_Organizacional_e_Individual_em_uma_Prefeitura_Municipal2177-41532013"|"STEFANO, S. R., BARONI, S. C., ANDRADE, S. M.;ANDRADE, SANDRA MARA DE, ISHIDA, J. S."|"A Aprendizagem Organizacional e Individual em uma Prefeitura Municipal"|"Journal_2177-4153"|"11"|"1"|"4-"|"2013"|"FOAFPerson_0672208569451498"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_0852434853164544"|"SÍLVIO ROBERTO STEFANO"|"http://lattes.cnpq.br/0852434853164544"|"FOAFGroup_DEADM_G"|"Journal_2177-4153"|"Capital Científico"|"2177-4153"|"BIBTEXArticle_A_Aprendizagem_Organizacional_e_Individual_em_uma_Prefeitura_Municipal2177-41532013"|"STEFANO, S. R., BARONI, S. C., ANDRADE, S. M., ISHIDA, J. S."|"A Aprendizagem Organizacional e Individual em uma Prefeitura Municipal"|"Journal_2177-4153"|"11"|"1"|"4-"|"2013"|"FOAFPerson_0852434853164544"
"FOAFGroup_DEFIL_G"|"DEFIL/G"|"FOAFPerson_5327736796639139"|"AUGUSTO BACH"|"http://lattes.cnpq.br/5327736796639139"|"FOAFGroup_DEFIL_G"|"Journal_0103-250X"|"Guairaca (UNICENTRO)"|"0103-250X"|"BIBTEXArticle_A_Arqueologia_de_Foucault_na_contramão_das_filosofias_da_história0103-250X2009"|"BACH, A."|"A Arqueologia de Foucault na contramão das filosofias da história"|"Journal_0103-250X"|"2"|"4"|"00-20"|"2009"|"FOAFPerson_5327736796639139"
"FOAFGroup_DEART_G"|"DEART/G"|"FOAFPerson_9299309598709025"|"INFORMAR NOME"|"http://lattes.cnpq.br/9299309598709025"|"FOAFGroup_DEART_G"|"Journal_2175-2613"|"Cadernos de Pesquisa: Pensamento Educacional (Curitiba. Online)"|"2175-2613"|"BIBTEXArticle_A_Arte,_a_Afetividade_e_o_Sistema_Educacional:_o_Desenvolvimento_Humano_em_questão2175-26132013"|"LOOS-SANTANA, R. S., SANTANA-LOOS, H., CEBULSKI, M. C."|"A Arte, a Afetividade e o Sistema Educacional: o Desenvolvimento Humano em questão"|"Journal_2175-2613"|"8"|"20"|"55-72"|"2013"|"FOAFPerson_9299309598709025"
"FOAFGroup_DESEC_G"|"DESEC/G"|"FOAFPerson_7903105907173721"|"VANIA SILVA DE SOUZA BILERT"|"http://lattes.cnpq.br/7903105907173721"|"FOAFGroup_DESEC_G"|"Journal_2178-9010"|"GeSec: Revista de Gestão e Secretariado"|"2178-9010"|"BIBTEXArticle_A_Assessoria_Executiva_no_processo_de_tomada_de_decisão2178-90102014"|"BILERT, V., SILVA, A. A. K., SANTOS, J. A. L., CABRAL, R. A."|"A Assessoria Executiva no processo de tomada de decisão"|"Journal_2178-9010"|"5"|"3"|"120-142"|"2014"|"FOAFPerson_7903105907173721"
"FOAFGroup_DEBIO_G"|"DEBIO/G"|"FOAFPerson_3619196057484399"|"ROGÉRIO PINCELA MATEUS"|"http://lattes.cnpq.br/3619196057484399"|"FOAFGroup_DEBIO_G"|"Journal_1809-0273"|"Publicatio UEPG. Ciências Biológicas e da Saúde (Online)"|"1809-0273"|"BIBTEXArticle_A_Biologia_Evolutiva_no_contexto_da_Pós-Graduação_associada_entre_a_UEPG_e_a_UNICENTRO1809-02732012"|"PILEGGI, M., MATEUS, R. P., ARTONI, R. F."|"A Biologia Evolutiva no contexto da Pós-Graduação associada entre a UEPG e a UNICENTRO"|"Journal_1809-0273"|"18"|"2"|"73-78"|"2012"|"FOAFPerson_3619196057484399"
"FOAFGroup_DECOMP_G"|"DECOMP/G"|"FOAFPerson_1400343661879732"|"LUCIANE TELINSKI WIEDERMANN AGNER"|"http://lattes.cnpq.br/1400343661879732"|"FOAFGroup_DECOMP_G"|"Journal_0164-1212"|"The Journal of Systems and Software"|"0164-1212"|"BIBTEXArticle_A_Brazilian_survey_on_UML_and_model-driven_practices_for_embedded_software_development0164-12122013"|"AGNER, LUCIANE TELINSKI WIEDERMANN, SOARES, INALI WISNIEWSKI, STADZISZ, PAULO CÉZAR, SIMÃO, JEAN MARCELO"|"A Brazilian survey on UML and model-driven practices for embedded software development"|"Journal_0164-1212"|"86"|"4"|"997-1005"|"2013"|"FOAFPerson_1400343661879732"
"FOAFGroup_DECOMP_G"|"DECOMP/G"|"FOAFPerson_4466413583512479"|"INALI WISNIEWSKI SOARES"|"http://lattes.cnpq.br/4466413583512479"|"FOAFGroup_DECOMP_G"|"Journal_0164-1212"|"The Journal of Systems and Software"|"0164-1212"|"BIBTEXArticle_A_Brazilian_survey_on_UML_and_model-driven_practices_for_embedded_software_development0164-12122013"|"AGNER, LUCIANE TELINSKI WIEDERMANN, SOARES, Inali Wisniewski, STADZISZ, PAULO CÉZAR, SIMÃO, JEAN MARCELO"|"A Brazilian survey on UML and model-driven practices for embedded software development"|"Journal_0164-1212"|"86"|"4"|"997-1005"|"2013"|"FOAFPerson_4466413583512479"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_5440847179119497"|"ANGELA MARIA HIDALGO"|"http://lattes.cnpq.br/5440847179119497"|"FOAFGroup_DEPED_G"|"Journal_1676-2584"|"Revista HISTEDBR On-line"|"1676-2584"|"BIBTEXArticle_A_Busca_do_Dissenso_para_a_Compreensão_das_Influências_dos_Organismos_Internacionais_no_Desenvolvimento_da_Educação_Rural_nos_anos_1950_à_Educação_do_Campo_após_os_anos_19901676-25842012"|"HIDALGO, A. M., MIKOLAICZYK, F. A."|"A Busca do Dissenso para a Compreensão das Influências dos Organismos Internacionais no Desenvolvimento da Educação Rural nos anos 1950 à Educação do Campo após os anos 1990"|"Journal_1676-2584"|"12"|"47"|"108-121"|"2012"|"FOAFPerson_5440847179119497"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_6196430900546632"|"SANDRA CRISTINA FERREIRA"|"http://lattes.cnpq.br/6196430900546632"|"FOAFGroup_DEGEO_G"|"Journal_1516-4136"|"Ra`e ga (UFPR)"|"1516-4136"|"BIBTEXArticle_A_CENTRALIDADE_DE_LONDRINA,_MARINGÁ,_CASCAVEL,_PONTA_GROSSA_E_GUARAPUAVA_NA_REDE_URBANA_DO_PARANÁ1516-41362011"|"FERREIRA, S. C."|"A CENTRALIDADE DE LONDRINA, MARINGÁ, CASCAVEL, PONTA GROSSA E GUARAPUAVA NA REDE URBANA DO PARANÁ"|"Journal_1516-4136"|"23"|""|"06-31"|"2011"|"FOAFPerson_6196430900546632"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_6054282302540184"|"DEOCLECIO ROCCO GRUPPI"|"http://lattes.cnpq.br/6054282302540184"|"FOAFGroup_DEDUF_G"|"Journal_1808-9305"|"Revista Eletrônica Polidisciplinar Vôos"|"1808-9305"|"BIBTEXArticle_A_CONSTRUÇÃO_DA_AUTONOMIA_MORAL_ATRAVÉS_DA_PRÁTICA_ESPORTIVA_NAS_AULAS_DE_EDUCAÇÃO_FÍSICA_ESCOLAR1808-93052013"|"MARCONDES, F., GRUPPI, D. R."|"A CONSTRUÇÃO DA AUTONOMIA MORAL ATRAVÉS DA PRÁTICA ESPORTIVA NAS AULAS DE EDUCAÇÃO FÍSICA ESCOLAR"|"Journal_1808-9305"|"05"|"01"|"35-48"|"2013"|"FOAFPerson_6054282302540184"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_7041008229831159"|"ADRIANA DALLA VECCHIA"|"http://lattes.cnpq.br/7041008229831159"|"FOAFGroup_DELET_G"|"Journal_1679-6888"|"Revista Escrita (PUCRJ. Online)"|"1679-6888"|"BIBTEXArticle_A_CONSTRUÇÃO_DA_IDENTIDADE_ÉTNICA_NA_ESCOLA_O_PAPEL_DOS_PROFESSORES_DE_LÍNGUAS1679-68882012"|"DALLA VECCHIA, A., FRAGA, L."|"A CONSTRUÇÃO DA IDENTIDADE ÉTNICA NA ESCOLA O PAPEL DOS PROFESSORES DE LÍNGUAS"|"Journal_1679-6888"|"I"|"15"|"1-16"|"2012"|"FOAFPerson_7041008229831159"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_5085598935872596"|"PRISCILA FINGER DO PRADO"|"http://lattes.cnpq.br/5085598935872596"|"FOAFGroup_DELET_G"|"Journal_1516-9340"|"Expressão (Santa Maria)"|"1516-9340"|"BIBTEXArticle_A_CONSTRUÇÃO_DA_PERSONAGEM_PAI_GORIOT,_NO_ROMANCE_HOMÔNIMO_DE_BALZAC1516-93402009"|"PRADO, P. F."|"A CONSTRUÇÃO DA PERSONAGEM PAI GORIOT, NO ROMANCE HOMÔNIMO DE BALZAC"|"Journal_1516-9340"|"1"|"1"|"45-53"|"2009"|"FOAFPerson_5085598935872596"
"FOAFGroup_DECON_G"|"DECON/G"|"FOAFPerson_3835624092142098"|"SIMÃO TERNOSKI"|"http://lattes.cnpq.br/3835624092142098"|"FOAFGroup_DECON_G"|"Journal_1679-348X"|"Ciências Sociais Aplicadas em Revista (Cascavel. Impresso)"|"1679-348X"|"BIBTEXArticle_A_CONTRIBUIÇÃO_DO_CAPITAL_SOCIAL_PARA_O_DESENVOLVIMENTO_LOCAL_SUSTENTÁVEL1679-348X2013"|"BILERT, V. S. S., PERONDI, M. A., PEREIRA, A., TERNOSKI, S."|"A CONTRIBUIÇÃO DO CAPITAL SOCIAL PARA O DESENVOLVIMENTO LOCAL SUSTENTÁVEL"|"Journal_1679-348X"|"11"|"21"|"29-42"|"2013"|"FOAFPerson_3835624092142098"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_9004872132458979"|"GABRIEL DE MAGALHÃES MIRANDA"|"http://lattes.cnpq.br/9004872132458979"|"FOAFGroup_DEF_I"|"Journal_1809-3442"|"Conhecimento Interativo"|"1809-3442"|"BIBTEXArticle_A_CRISE_INTERNACIONAL_X_PRODUÇÃO_DE_COMPENSADOS_DO_ESTADO_DO_PARANÁ1809-34422014"|"RIBASKI, N. G., HILLIG, E., MIRANDA, G. M."|"A CRISE INTERNACIONAL X PRODUÇÃO DE COMPENSADOS DO ESTADO DO PARANÁ"|"Journal_1809-3442"|"8"|"1"|"123-142"|"2014"|"FOAFPerson_9004872132458979"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_1934531868783088"|"NÍNCIA CECÍLIA RIBAS BORGES TEIXEIRA"|"http://lattes.cnpq.br/1934531868783088"|"FOAFGroup_DELET_G"|"Journal_0104-8473"|"Vertentes (UFSJ)"|"0104-8473"|"BIBTEXArticle_A_CRÔNICA_BARRETIANA_E_O_AVESSO_DA_CIDADE0104-84732007"|"BORGES-TEIXEIRA;N."|"A CRÔNICA BARRETIANA E O AVESSO DA CIDADE"|"Journal_0104-8473"|"30"|""|"1-121"|"2007"|"FOAFPerson_1934531868783088"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_6205018358766689"|"MARCEL LUCIANO KLOZOVSKI"|"http://lattes.cnpq.br/6205018358766689"|"FOAFGroup_DEADM_G"|"Journal_2178-9010"|"GeSec: Revista de Gestão e Secretariado"|"2178-9010"|"BIBTEXArticle_A_Captação_de_Recursos_na_ONG_`X`:_Uma_Experiência_Prática_Interdisciplinar_entre_Profissionais_de_Administração_e_Secretariado_Executivo2178-90102011"|"ANGNES, Juliane Sachser, CAMARGO, M., LIMA. L. F. de, KLOZOVSKI, M. L.;KLOZOVSKI, MARCEL LUCIANO"|"A Captação de Recursos na ONG `X`: Uma Experiência Prática Interdisciplinar entre Profissionais de Administração e Secretariado Executivo"|"Journal_2178-9010"|"2"|"2"|"5-32"|"2011"|"FOAFPerson_6205018358766689"
"FOAFGroup_DESEC_G"|"DESEC/G"|"FOAFPerson_8168143921428986"|"JULIANE SACHSER ANGNES"|"http://lattes.cnpq.br/8168143921428986"|"FOAFGroup_DESEC_G"|"Journal_2178-9010"|"GeSec: Revista de Gestão e Secretariado"|"2178-9010"|"BIBTEXArticle_A_Captação_de_Recursos_na_ONG_`X`:_Uma_Experiência_Prática_Interdisciplinar_entre_Profissionais_de_Administração_e_Secretariado_Executivo2178-90102011"|"ANGNES, Juliane Sachser;SACHSER ANGNES, JULIANE, CAMARGO, M., LIMA. L. F. de, KLOZOVSKI, M. L."|"A Captação de Recursos na ONG `X`: Uma Experiência Prática Interdisciplinar entre Profissionais de Administração e Secretariado Executivo"|"Journal_2178-9010"|"2"|"2"|"5-32"|"2011"|"FOAFPerson_8168143921428986"
"FOAFGroup_DECON_G"|"DECON/G"|"FOAFPerson_4425817679573000"|"CARLOS ALBERTO FERREIRA GOMES"|"http://lattes.cnpq.br/4425817679573000"|"FOAFGroup_DECON_G"|"Journal_1679-5792"|"Revista Economia de Guarapuava"|"1679-5792"|"BIBTEXArticle_A_Cepal_e_o_desenvolvimento_regional1679-57922010"|"GOMES, C. A. F."|"A Cepal e o desenvolvimento regional"|"Journal_1679-5792"|"1"|"1"|"24-34"|"2010"|"FOAFPerson_4425817679573000"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_3256907601004018"|"SUELI PÉRCIO"|"http://lattes.cnpq.br/3256907601004018"|"FOAFGroup_DEQ_G"|"Journal_2314-6133"|"Biomed Research International"|"2314-6133"|"BIBTEXArticle_A_Comparison_between_Characterization_and_Biological_Properties_of_Brazilian_Fresh_and_Aged_Propolis2314-61332014"|"SCHMIDT, E. M., TORRES, Y. R., Stock D., Chada, F. J., FINGER, D., SAWAYA, A. C. H. F., EBERLIN, M. N., FELSNER, M. L., QUINÁIA, SUELI PÉRCIO, MONTEIRO, M. C."|"A Comparison between Characterization and Biological Properties of Brazilian Fresh and Aged Propolis"|"Journal_2314-6133"|"2014"|""|"1-10"|"2014"|"FOAFPerson_3256907601004018"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_3514908486120153"|"DAIANE FINGER"|"http://lattes.cnpq.br/3514908486120153"|"FOAFGroup_DEQ_G"|"Journal_2314-6133"|"Biomed Research International"|"2314-6133"|"BIBTEXArticle_A_Comparison_between_Characterization_and_Biological_Properties_of_Brazilian_Fresh_and_Aged_Propolis2314-61332014"|"Schmidt, Eduardo Morgado, TORRES, YOHANDRA REYES, STOCK, DANIELE, CHADA, FABIO JOSÉ GARCIA, FINGER, D.;Finger, Daiane;Ferreira, D.F., CHRISTINE HELENA FRANKLAND SAWAYA, ALEXANDRA, EBERLIN, M. N., FELSNER, MARIA LURDES, QUINÁIA, SUELI PÉRCIO, MONTEIRO, MARTA CHAGAS"|"A Comparison between Characterization and Biological Properties of Brazilian Fresh and Aged Propolis"|"Journal_2314-6133"|"2014"|""|"1-10"|"2014"|"FOAFPerson_3514908486120153"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_8100252618782686"|"MARIA LURDES FELSNER"|"http://lattes.cnpq.br/8100252618782686"|"FOAFGroup_DEQ_G"|"Journal_2314-6133"|"Biomed Research International"|"2314-6133"|"BIBTEXArticle_A_Comparison_between_Characterization_and_Biological_Properties_of_Brazilian_Fresh_and_Aged_Propolis2314-61332014"|"SCHMIDT, EDUARDO MORGADO, TORRES, YOHANDRA REYES, STOCK, DANIELE, CHADA, FABIO JOSÉ GARCIA, FINGER, DAIANE, CHRISTINE HELENA FRANKLAND SAWAYA, ALEXANDRA, EBERLIN, MARCOS NOGUEIRA, FELSNER, MARIA LURDES, QUINÁIA, SUELI PÉRCIO, MONTEIRO, MARTA CHAGAS"|"A Comparison between Characterization and Biological Properties of Brazilian Fresh and Aged Propolis"|"Journal_2314-6133"|"2014"|""|"1-10"|"2014"|"FOAFPerson_8100252618782686"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_9724560887352587"|"YOHANDRA REYES TORRES"|"http://lattes.cnpq.br/9724560887352587"|"FOAFGroup_DEQ_G"|"Journal_2314-6133"|"Biomed Research International"|"2314-6133"|"BIBTEXArticle_A_Comparison_between_Characterization_and_Biological_Properties_of_Brazilian_Fresh_and_Aged_Propolis2314-61332014"|"Schmidt, Eduardo Morgado, TORRES, YOHANDRA REYES, STOCK, DANIELE, CHADA, FABIO JOSÉ GARCIA, FINGER, Daiane, CHRISTINE HELENA FRANKLAND SAWAYA, ALEXANDRA, EBERLIN, MARCOS NOGUEIRA, FELSNER, MARIA LURDES, QUINÁIA, Sueli Pércio, MONTEIRO, Marta Chagas"|"A Comparison between Characterization and Biological Properties of Brazilian Fresh and Aged Propolis"|"Journal_2314-6133"|"2014"|""|"1-10"|"2014"|"FOAFPerson_9724560887352587"
"FOAFGroup_DEPSI_I"|"DEPSI/I"|"FOAFPerson_1261349232859571"|"ROSANNA RITA SILVA"|"http://lattes.cnpq.br/1261349232859571"|"FOAFGroup_DEPSI_I"|"Journal_1806-5082"|"Revista da Alacs"|"1806-5082"|"BIBTEXArticle_A_Concepção_de_adolescência_em_Jean_Piaget:_implicações_no_âmbito_das_condutas1806-50822007"|"SILVA, R. R."|"A Concepção de adolescência em Jean Piaget: implicações no âmbito das condutas"|"Journal_1806-5082"|"4"|"1"|"36-41"|"2007"|"FOAFPerson_1261349232859571"
"FOAFGroup_DECON_G"|"DECON/G"|"FOAFPerson_6629974616933971"|"JOSÉLIA ELVIRA TEIXEIRA"|"http://lattes.cnpq.br/6629974616933971"|"FOAFGroup_DECON_G"|"Journal_1982-9884"|"Estudos do Trabalho"|"1982-9884"|"BIBTEXArticle_A_DINÂMICA_E_O_NOVO_PERFIL_DO_MERCADO_DE_TRABALHO_FORMAL_PARANAENSE_NO_FINAL_DO_SÉCULO_XX_E_INÍCIO_DO_SÉCULO_XXI1982-98842013"|"KLOSOWSKI, L. A., FERREIRA, M. S., HERSEN, Amarildo., TEIXEIRA, J. E."|"A DINÂMICA E O NOVO PERFIL DO MERCADO DE TRABALHO FORMAL PARANAENSE NO FINAL DO SÉCULO XX E INÍCIO DO SÉCULO XXI"|"Journal_1982-9884"|"VI"|"1"|"1-30"|"2013"|"FOAFPerson_6629974616933971"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_0088578024264046"|"JEFFERSON OLIVATTO DA SILVA"|"http://lattes.cnpq.br/0088578024264046"|"FOAFGroup_DEPED_G"|"Journal_1981-3384"|"Boletim Tempo Presente (UFRJ)"|"1981-3384"|"BIBTEXArticle_A_DUPLA_SONDAGEM_PARA_INTERPRETAR_AS_NARRATIVAS_MISSIONÁRIAS_CATÓLICAS_NA_ZÂMBIA1981-33842013"|"SILVA, J. O."|"A DUPLA SONDAGEM PARA INTERPRETAR AS NARRATIVAS MISSIONÁRIAS CATÓLICAS NA ZÂMBIA"|"Journal_1981-3384"|"1"|"7"|"30-49"|"2013"|"FOAFPerson_0088578024264046"
